w1;w2;cooc
sedia;televisione;16
divano;cane;30
divano;gatto;38
divano;furetto;0
divano;criceto;2
divano;coniglio;1
divano;pappagallo;1
divano;camaleonte;0
divano;iguana;0
divano;topo;3
divano;canarino;0
divano;mucca;0
divano;capra;0
divano;pecora;1
divano;maiale;0
divano;bufalo;1
divano;pollo;1
divano;vitello;0
divano;agnello;0
divano;asino;0
divano;cavallo;1
divano;elefante;1
divano;zebra;0
divano;ippopotamo;0
divano;scimmia;0
divano;giraffa;0
divano;antilopo;0
divano;leone;2
divano;rinoceronte;0
divano;leopardo;2
divano;coccodrillo;0
divano;delfino;0
divano;balena;1
divano;squalo;0
divano;medusa;3
divano;tricheco;0
divano;foca;3
divano;plancton;0
divano;merluzzo;0
divano;granchio;0
divano;tartaruga;0
divano;gufo;0
divano;corvo;0
divano;pettirosso;0
divano;albatro;0
divano;upupa;0
divano;gabbiano;0
divano;aquila;0
divano;anatra;0
divano;struzzo;1
divano;pinguino;0
divano;tavolo;119
divano;sedia;55
divano;divano;79
divano;scrivania;35
divano;armadio;18
divano;letto;1744
divano;comodino;7
divano;sgabello;6
divano;poltrona;94
divano;scaffale;0
divano;martello;0
divano;trapano;0
divano;cacciavite;0
divano;chiodo;0
divano;ascia;11
divano;sega;5
divano;vite;0
divano;pinza;0
divano;scalpello;0
divano;cazzuola;0
divano;cucchiaio;1
divano;forchetta;0
divano;coltello;3
divano;piatto;3
divano;tazza;17
divano;pentola;1
divano;ciotola;6
divano;padella;0
divano;mattarello;0
divano;tagliere;0
divano;penna;5
divano;matita;1
divano;gomma;3
divano;carta;10
divano;busta;4
divano;evidenziatore;0
divano;righello;0
divano;pennello;0
divano;colla;1
divano;graffetta;0
divano;telefono;31
divano;radio;21
divano;computer;25
divano;frigorifero;20
divano;lavatrice;25
divano;lavastoviglie;5
divano;camera;368
divano;aspirapolvere;6
divano;microonda;0
divano;televisione;154
scrivania;cane;0
scrivania;gatto;8
scrivania;furetto;0
scrivania;criceto;1
scrivania;coniglio;0
scrivania;pappagallo;0
scrivania;camaleonte;0
scrivania;iguana;0
scrivania;topo;4
scrivania;canarino;0
scrivania;mucca;2
scrivania;capra;0
scrivania;pecora;0
scrivania;maiale;0
scrivania;bufalo;0
scrivania;pollo;1
scrivania;vitello;0
scrivania;agnello;0
scrivania;asino;1
scrivania;cavallo;4
scrivania;elefante;1
scrivania;zebra;0
scrivania;ippopotamo;0
scrivania;scimmia;1
scrivania;giraffa;0
scrivania;antilopo;0
scrivania;leone;5
scrivania;rinoceronte;0
scrivania;leopardo;0
scrivania;coccodrillo;0
scrivania;delfino;0
scrivania;balena;0
scrivania;squalo;0
scrivania;medusa;0
scrivania;tricheco;0
scrivania;foca;0
scrivania;plancton;0
scrivania;merluzzo;0
scrivania;granchio;0
scrivania;tartaruga;1
scrivania;gufo;0
scrivania;corvo;0
scrivania;pettirosso;0
scrivania;albatro;0
scrivania;upupa;0
scrivania;gabbiano;0
scrivania;aquila;0
scrivania;anatra;0
scrivania;struzzo;0
scrivania;pinguino;2
scrivania;tavolo;87
scrivania;sedia;158
scrivania;divano;35
scrivania;scrivania;70
scrivania;armadio;58
scrivania;letto;133
scrivania;comodino;20
scrivania;sgabello;4
scrivania;poltrona;110
scrivania;scaffale;8
scrivania;martello;4
scrivania;trapano;0
scrivania;cacciavite;2
scrivania;chiodo;0
scrivania;ascia;3
scrivania;sega;1
scrivania;vite;6
scrivania;pinza;0
scrivania;scalpello;0
scrivania;cazzuola;0
scrivania;cucchiaio;0
scrivania;forchetta;0
scrivania;coltello;8
scrivania;piatto;3
scrivania;tazza;9
scrivania;pentola;0
scrivania;ciotola;3
scrivania;padella;0
scrivania;mattarello;0
scrivania;tagliere;0
scrivania;penna;65
scrivania;matita;7
scrivania;gomma;3
scrivania;carta;56
scrivania;busta;20
scrivania;evidenziatore;0
scrivania;righello;3
scrivania;pennello;2
scrivania;colla;2
scrivania;graffetta;1
scrivania;telefono;155
scrivania;radio;10
scrivania;computer;429
scrivania;frigorifero;2
scrivania;lavatrice;2
scrivania;lavastoviglie;0
scrivania;camera;69
scrivania;aspirapolvere;0
scrivania;microonda;0
scrivania;televisione;12
armadio;cane;4
armadio;gatto;13
armadio;furetto;0
armadio;criceto;0
armadio;coniglio;0
armadio;pappagallo;0
armadio;camaleonte;0
armadio;iguana;0
armadio;topo;6
armadio;canarino;2
armadio;mucca;1
armadio;capra;1
armadio;pecora;1
armadio;maiale;0
armadio;bufalo;0
armadio;pollo;0
armadio;vitello;1
armadio;agnello;0
armadio;asino;2
armadio;cavallo;2
armadio;elefante;1
armadio;zebra;0
armadio;ippopotamo;0
armadio;scimmia;0
armadio;giraffa;0
armadio;antilopo;0
armadio;leone;119
armadio;rinoceronte;0
armadio;leopardo;0
armadio;coccodrillo;0
armadio;delfino;0
armadio;balena;0
armadio;squalo;0
armadio;medusa;0
armadio;tricheco;0
armadio;foca;0
armadio;plancton;0
armadio;merluzzo;0
armadio;granchio;0
armadio;tartaruga;2
armadio;gufo;1
armadio;corvo;0
armadio;pettirosso;0
armadio;albatro;0
armadio;upupa;0
armadio;gabbiano;0
armadio;aquila;1
armadio;anatra;0
armadio;struzzo;0
armadio;pinguino;0
armadio;tavolo;124
armadio;sedia;142
armadio;divano;18
armadio;scrivania;58
armadio;armadio;96
armadio;letto;397
armadio;comodino;110
armadio;sgabello;52
armadio;poltrona;26
armadio;scaffale;15
armadio;martello;0
armadio;trapano;0
armadio;cacciavite;1
armadio;chiodo;2
armadio;ascia;5
armadio;sega;1
armadio;vite;1
armadio;pinza;0
armadio;scalpello;0
armadio;cazzuola;0
armadio;cucchiaio;0
armadio;forchetta;0
armadio;coltello;6
armadio;piatto;2
armadio;tazza;3
armadio;pentola;0
armadio;ciotola;0
armadio;padella;0
armadio;mattarello;0
armadio;tagliere;0
armadio;penna;1
armadio;matita;1
armadio;gomma;3
armadio;carta;14
armadio;busta;10
armadio;evidenziatore;0
armadio;righello;0
armadio;pennello;2
armadio;colla;3
armadio;graffetta;0
armadio;telefono;13
armadio;radio;16
armadio;computer;15
armadio;frigorifero;30
armadio;lavatrice;8
armadio;lavastoviglie;2
armadio;camera;185
armadio;aspirapolvere;0
armadio;microonda;0
armadio;televisione;6
letto;cane;178
letto;gatto;154
letto;furetto;2
letto;criceto;2
letto;coniglio;20
letto;pappagallo;10
letto;camaleonte;5
letto;iguana;2
letto;topo;22
letto;canarino;1
letto;mucca;16
letto;capra;9
letto;pecora;12
letto;maiale;41
letto;bufalo;3
letto;pollo;25
letto;vitello;31
letto;agnello;31
letto;asino;39
letto;cavallo;119
letto;elefante;9
letto;zebra;5
letto;ippopotamo;2
letto;scimmia;11
letto;giraffa;3
letto;antilopo;0
letto;leone;85
letto;rinoceronte;0
letto;leopardo;2
letto;coccodrillo;4
letto;delfino;35
letto;balena;4
letto;squalo;16
letto;medusa;5
letto;tricheco;0
letto;foca;4
letto;plancton;1
letto;merluzzo;6
letto;granchio;3
letto;tartaruga;5
letto;gufo;9
letto;corvo;16
letto;pettirosso;7
letto;albatro;2
letto;upupa;0
letto;gabbiano;21
letto;aquila;52
letto;anatra;8
letto;struzzo;7
letto;pinguino;8
letto;tavolo;348
letto;sedia;557
letto;divano;1744
letto;scrivania;133
letto;armadio;397
letto;letto;3206
letto;comodino;405
letto;sgabello;106
letto;poltrona;300
letto;scaffale;25
letto;martello;23
letto;trapano;2
letto;cacciavite;2
letto;chiodo;15
letto;ascia;69
letto;sega;28
letto;vite;51
letto;pinza;0
letto;scalpello;0
letto;cazzuola;2
letto;cucchiaio;6
letto;forchetta;6
letto;coltello;45
letto;piatto;148
letto;tazza;33
letto;pentola;9
letto;ciotola;1
letto;padella;13
letto;mattarello;0
letto;tagliere;0
letto;penna;37
letto;matita;11
letto;gomma;19
letto;carta;198
letto;busta;48
letto;evidenziatore;1
letto;righello;0
letto;pennello;12
letto;colla;33
letto;graffetta;0
letto;telefono;203
letto;radio;183
letto;computer;234
letto;frigorifero;56
letto;lavatrice;82
letto;lavastoviglie;25
letto;camera;7406
letto;aspirapolvere;14
letto;microonda;0
letto;televisione;248
comodino;cane;2
comodino;gatto;2
comodino;furetto;0
comodino;criceto;0
comodino;coniglio;0
comodino;pappagallo;1
comodino;camaleonte;0
comodino;iguana;1
comodino;topo;1
comodino;canarino;0
comodino;mucca;0
comodino;capra;0
comodino;pecora;1
comodino;maiale;0
comodino;bufalo;0
comodino;pollo;0
comodino;vitello;0
comodino;agnello;0
comodino;asino;0
comodino;cavallo;0
comodino;elefante;0
comodino;zebra;0
comodino;ippopotamo;0
comodino;scimmia;0
comodino;giraffa;0
comodino;antilopo;0
comodino;leone;0
comodino;rinoceronte;0
comodino;leopardo;0
comodino;coccodrillo;0
comodino;delfino;0
comodino;balena;0
comodino;squalo;0
comodino;medusa;0
comodino;tricheco;0
comodino;foca;0
comodino;plancton;0
comodino;merluzzo;0
comodino;granchio;0
comodino;tartaruga;1
comodino;gufo;0
comodino;corvo;0
comodino;pettirosso;0
comodino;albatro;0
comodino;upupa;0
comodino;gabbiano;0
comodino;aquila;0
comodino;anatra;0
comodino;struzzo;0
comodino;pinguino;0
comodino;tavolo;51
comodino;sedia;94
comodino;divano;7
comodino;scrivania;20
comodino;armadio;110
comodino;letto;405
comodino;comodino;28
comodino;sgabello;16
comodino;poltrona;12
comodino;scaffale;2
comodino;martello;2
comodino;trapano;0
comodino;cacciavite;0
comodino;chiodo;1
comodino;ascia;2
comodino;sega;0
comodino;vite;0
comodino;pinza;0
comodino;scalpello;0
comodino;cazzuola;0
comodino;cucchiaio;1
comodino;forchetta;0
comodino;coltello;11
comodino;piatto;1
comodino;tazza;8
comodino;pentola;0
comodino;ciotola;0
comodino;padella;0
comodino;mattarello;0
comodino;tagliere;0
comodino;penna;15
comodino;matita;3
comodino;gomma;1
comodino;carta;10
comodino;busta;4
comodino;evidenziatore;0
comodino;righello;0
comodino;pennello;4
comodino;colla;1
comodino;graffetta;0
comodino;telefono;29
comodino;radio;10
comodino;computer;4
comodino;frigorifero;1
comodino;lavatrice;0
comodino;lavastoviglie;0
comodino;camera;57
comodino;aspirapolvere;0
comodino;microonda;0
comodino;televisione;3
sgabello;cane;0
sgabello;gatto;0
sgabello;furetto;0
sgabello;criceto;0
sgabello;coniglio;0
sgabello;pappagallo;1
sgabello;camaleonte;0
sgabello;iguana;0
sgabello;topo;0
sgabello;canarino;0
sgabello;mucca;0
sgabello;capra;1
sgabello;pecora;0
sgabello;maiale;2
sgabello;bufalo;0
sgabello;pollo;0
sgabello;vitello;0
sgabello;agnello;0
sgabello;asino;0
sgabello;cavallo;2
sgabello;elefante;0
sgabello;zebra;0
sgabello;ippopotamo;0
sgabello;scimmia;0
sgabello;giraffa;0
sgabello;antilopo;0
sgabello;leone;1
sgabello;rinoceronte;0
sgabello;leopardo;0
sgabello;coccodrillo;1
sgabello;delfino;0
sgabello;balena;0
sgabello;squalo;0
sgabello;medusa;0
sgabello;tricheco;0
sgabello;foca;0
sgabello;plancton;0
sgabello;merluzzo;0
sgabello;granchio;0
sgabello;tartaruga;0
sgabello;gufo;0
sgabello;corvo;0
sgabello;pettirosso;0
sgabello;albatro;0
sgabello;upupa;0
sgabello;gabbiano;0
sgabello;aquila;0
sgabello;anatra;0
sgabello;struzzo;0
sgabello;pinguino;0
sgabello;tavolo;53
sgabello;sedia;79
sgabello;divano;6
sgabello;scrivania;4
sgabello;armadio;52
sgabello;letto;106
sgabello;comodino;16
sgabello;sgabello;8
sgabello;poltrona;25
sgabello;scaffale;0
sgabello;martello;0
sgabello;trapano;0
sgabello;cacciavite;0
sgabello;chiodo;0
sgabello;ascia;0
sgabello;sega;1
sgabello;vite;0
sgabello;pinza;0
sgabello;scalpello;1
sgabello;cazzuola;0
sgabello;cucchiaio;2
sgabello;forchetta;0
sgabello;coltello;7
sgabello;piatto;1
sgabello;tazza;1
sgabello;pentola;0
sgabello;ciotola;1
sgabello;padella;0
sgabello;mattarello;1
sgabello;tagliere;0
sgabello;penna;3
sgabello;matita;0
sgabello;gomma;2
sgabello;carta;8
sgabello;busta;1
sgabello;evidenziatore;0
sgabello;righello;0
sgabello;pennello;0
sgabello;colla;2
sgabello;graffetta;0
sgabello;telefono;1
sgabello;radio;2
sgabello;computer;1
sgabello;frigorifero;3
sgabello;lavatrice;0
sgabello;lavastoviglie;0
sgabello;camera;6
sgabello;aspirapolvere;0
sgabello;microonda;0
sgabello;televisione;3
poltrona;cane;13
poltrona;gatto;47
poltrona;furetto;0
poltrona;criceto;0
poltrona;coniglio;0
poltrona;pappagallo;0
poltrona;camaleonte;0
poltrona;iguana;0
poltrona;topo;0
poltrona;canarino;0
poltrona;mucca;1
poltrona;capra;2
poltrona;pecora;0
poltrona;maiale;1
poltrona;bufalo;0
poltrona;pollo;0
poltrona;vitello;0
poltrona;agnello;1
poltrona;asino;0
poltrona;cavallo;3
poltrona;elefante;1
poltrona;zebra;0
poltrona;ippopotamo;0
poltrona;scimmia;1
poltrona;giraffa;0
poltrona;antilopo;0
poltrona;leone;5
poltrona;rinoceronte;0
poltrona;leopardo;2
poltrona;coccodrillo;0
poltrona;delfino;0
poltrona;balena;1
poltrona;squalo;1
poltrona;medusa;0
poltrona;tricheco;0
poltrona;foca;0
poltrona;plancton;0
poltrona;merluzzo;0
poltrona;granchio;0
poltrona;tartaruga;0
poltrona;gufo;1
poltrona;corvo;2
poltrona;pettirosso;0
poltrona;albatro;0
poltrona;upupa;0
poltrona;gabbiano;0
poltrona;aquila;0
poltrona;anatra;0
poltrona;struzzo;1
poltrona;pinguino;0
poltrona;tavolo;73
poltrona;sedia;75
poltrona;divano;94
poltrona;scrivania;110
poltrona;armadio;26
poltrona;letto;300
poltrona;comodino;12
poltrona;sgabello;25
poltrona;poltrona;70
poltrona;scaffale;3
poltrona;martello;0
poltrona;trapano;1
poltrona;cacciavite;0
poltrona;chiodo;1
poltrona;ascia;17
poltrona;sega;0
poltrona;vite;3
poltrona;pinza;0
poltrona;scalpello;0
poltrona;cazzuola;0
poltrona;cucchiaio;0
poltrona;forchetta;0
poltrona;coltello;5
poltrona;piatto;3
poltrona;tazza;2
poltrona;pentola;3
poltrona;ciotola;0
poltrona;padella;0
poltrona;mattarello;0
poltrona;tagliere;0
poltrona;penna;2
poltrona;matita;4
poltrona;gomma;0
poltrona;carta;13
poltrona;busta;1
poltrona;evidenziatore;0
poltrona;righello;0
poltrona;pennello;1
poltrona;colla;8
poltrona;graffetta;0
poltrona;telefono;20
poltrona;radio;11
poltrona;computer;24
poltrona;frigorifero;12
poltrona;lavatrice;0
poltrona;lavastoviglie;0
poltrona;camera;72
poltrona;aspirapolvere;1
poltrona;microonda;0
poltrona;televisione;56
scaffale;cane;2
scaffale;gatto;1
scaffale;furetto;0
scaffale;criceto;0
scaffale;coniglio;1
scaffale;pappagallo;0
scaffale;camaleonte;0
scaffale;iguana;0
scaffale;topo;2
scaffale;canarino;0
scaffale;mucca;0
scaffale;capra;0
scaffale;pecora;0
scaffale;maiale;0
scaffale;bufalo;0
scaffale;pollo;1
scaffale;vitello;0
scaffale;agnello;0
scaffale;asino;0
scaffale;cavallo;2
scaffale;elefante;0
scaffale;zebra;0
scaffale;ippopotamo;0
scaffale;scimmia;1
scaffale;giraffa;0
scaffale;antilopo;0
scaffale;leone;0
scaffale;rinoceronte;0
scaffale;leopardo;0
scaffale;coccodrillo;0
scaffale;delfino;0
scaffale;balena;0
scaffale;squalo;0
scaffale;medusa;0
scaffale;tricheco;0
scaffale;foca;0
scaffale;plancton;0
scaffale;merluzzo;0
scaffale;granchio;0
scaffale;tartaruga;0
scaffale;gufo;0
scaffale;corvo;0
scaffale;pettirosso;0
scaffale;albatro;0
scaffale;upupa;0
scaffale;gabbiano;0
scaffale;aquila;0
scaffale;anatra;0
scaffale;struzzo;0
scaffale;pinguino;1
scaffale;tavolo;26
scaffale;sedia;12
scaffale;divano;0
scaffale;scrivania;8
scaffale;armadio;15
scaffale;letto;25
scaffale;comodino;2
scaffale;sgabello;0
scaffale;poltrona;3
scaffale;scaffale;36
scaffale;martello;2
scaffale;trapano;0
scaffale;cacciavite;1
scaffale;chiodo;0
scaffale;ascia;0
scaffale;sega;0
scaffale;vite;4
scaffale;pinza;0
scaffale;scalpello;0
scaffale;cazzuola;0
scaffale;cucchiaio;0
scaffale;forchetta;0
scaffale;coltello;0
scaffale;piatto;0
scaffale;tazza;3
scaffale;pentola;0
scaffale;ciotola;0
scaffale;padella;0
scaffale;mattarello;0
scaffale;tagliere;0
scaffale;penna;1
scaffale;matita;1
scaffale;gomma;1
scaffale;carta;13
scaffale;busta;3
scaffale;evidenziatore;0
scaffale;righello;0
scaffale;pennello;0
scaffale;colla;0
scaffale;graffetta;0
scaffale;telefono;4
scaffale;radio;6
scaffale;computer;14
scaffale;frigorifero;3
scaffale;lavatrice;0
scaffale;lavastoviglie;0
scaffale;camera;7
scaffale;aspirapolvere;0
scaffale;microonda;0
scaffale;televisione;1
martello;cane;4
martello;gatto;1
martello;furetto;0
martello;criceto;0
martello;coniglio;1
martello;pappagallo;2
martello;camaleonte;0
martello;iguana;0
martello;topo;2
martello;canarino;1
martello;mucca;0
martello;capra;0
martello;pecora;0
martello;maiale;0
martello;bufalo;0
martello;pollo;0
martello;vitello;1
martello;agnello;0
martello;asino;0
martello;cavallo;5
martello;elefante;3
martello;zebra;1
martello;ippopotamo;0
martello;scimmia;1
martello;giraffa;0
martello;antilopo;0
martello;leone;2
martello;rinoceronte;0
martello;leopardo;0
martello;coccodrillo;0
martello;delfino;0
martello;balena;6
martello;squalo;116
martello;medusa;0
martello;tricheco;0
martello;foca;0
martello;plancton;0
martello;merluzzo;0
martello;granchio;2
martello;tartaruga;0
martello;gufo;0
martello;corvo;0
martello;pettirosso;0
martello;albatro;0
martello;upupa;0
martello;gabbiano;0
martello;aquila;0
martello;anatra;0
martello;struzzo;0
martello;pinguino;0
martello;tavolo;9
martello;sedia;0
martello;divano;0
martello;scrivania;4
martello;armadio;0
martello;letto;23
martello;comodino;2
martello;sgabello;0
martello;poltrona;0
martello;scaffale;2
martello;martello;74
martello;trapano;26
martello;cacciavite;46
martello;chiodo;87
martello;ascia;28
martello;sega;55
martello;vite;10
martello;pinza;17
martello;scalpello;114
martello;cazzuola;11
martello;cucchiaio;2
martello;forchetta;0
martello;coltello;24
martello;piatto;2
martello;tazza;0
martello;pentola;7
martello;ciotola;0
martello;padella;1
martello;mattarello;0
martello;tagliere;2
martello;penna;24
martello;matita;4
martello;gomma;23
martello;carta;4
martello;busta;0
martello;evidenziatore;0
martello;righello;2
martello;pennello;5
martello;colla;8
martello;graffetta;0
martello;telefono;0
martello;radio;2
martello;computer;10
martello;frigorifero;0
martello;lavatrice;0
martello;lavastoviglie;0
martello;camera;3
martello;aspirapolvere;0
martello;microonda;0
martello;televisione;1
trapano;cane;1
trapano;gatto;0
trapano;furetto;0
trapano;criceto;0
trapano;coniglio;0
trapano;pappagallo;0
trapano;camaleonte;0
trapano;iguana;0
trapano;topo;0
trapano;canarino;0
trapano;mucca;0
trapano;capra;0
trapano;pecora;0
trapano;maiale;0
trapano;bufalo;0
trapano;pollo;0
trapano;vitello;0
trapano;agnello;0
trapano;asino;0
trapano;cavallo;0
trapano;elefante;0
trapano;zebra;0
trapano;ippopotamo;0
trapano;scimmia;0
trapano;giraffa;0
trapano;antilopo;0
trapano;leone;0
trapano;rinoceronte;0
trapano;leopardo;0
trapano;coccodrillo;1
trapano;delfino;0
trapano;balena;0
trapano;squalo;0
trapano;medusa;0
trapano;tricheco;0
trapano;foca;0
trapano;plancton;0
trapano;merluzzo;0
trapano;granchio;0
trapano;tartaruga;0
trapano;gufo;0
trapano;corvo;0
trapano;pettirosso;0
trapano;albatro;0
trapano;upupa;0
trapano;gabbiano;0
trapano;aquila;0
trapano;anatra;0
trapano;struzzo;0
trapano;pinguino;0
trapano;tavolo;3
trapano;sedia;0
trapano;divano;0
trapano;scrivania;0
trapano;armadio;0
trapano;letto;2
trapano;comodino;0
trapano;sgabello;0
trapano;poltrona;1
trapano;scaffale;0
trapano;martello;26
trapano;trapano;15
trapano;cacciavite;7
trapano;chiodo;0
trapano;ascia;2
trapano;sega;21
trapano;vite;10
trapano;pinza;5
trapano;scalpello;6
trapano;cazzuola;0
trapano;cucchiaio;0
trapano;forchetta;0
trapano;coltello;4
trapano;piatto;0
trapano;tazza;1
trapano;pentola;0
trapano;ciotola;0
trapano;padella;0
trapano;mattarello;0
trapano;tagliere;0
trapano;penna;0
trapano;matita;0
trapano;gomma;0
trapano;carta;0
trapano;busta;0
trapano;evidenziatore;0
trapano;righello;1
trapano;pennello;0
trapano;colla;10
trapano;graffetta;0
trapano;telefono;1
trapano;radio;2
trapano;computer;4
trapano;frigorifero;2
trapano;lavatrice;2
trapano;lavastoviglie;1
trapano;camera;1
trapano;aspirapolvere;6
trapano;microonda;0
trapano;televisione;0
cacciavite;cane;0
cacciavite;gatto;0
cacciavite;furetto;0
cacciavite;criceto;0
cacciavite;coniglio;0
cacciavite;pappagallo;0
cacciavite;camaleonte;0
cacciavite;iguana;0
cacciavite;topo;0
cacciavite;canarino;0
cacciavite;mucca;0
cacciavite;capra;0
cacciavite;pecora;0
cacciavite;maiale;0
cacciavite;bufalo;0
cacciavite;pollo;0
cacciavite;vitello;0
cacciavite;agnello;0
cacciavite;asino;0
cacciavite;cavallo;0
cacciavite;elefante;0
cacciavite;zebra;0
cacciavite;ippopotamo;0
cacciavite;scimmia;0
cacciavite;giraffa;0
cacciavite;antilopo;0
cacciavite;leone;0
cacciavite;rinoceronte;0
cacciavite;leopardo;0
cacciavite;coccodrillo;1
cacciavite;delfino;0
cacciavite;balena;0
cacciavite;squalo;0
cacciavite;medusa;0
cacciavite;tricheco;0
cacciavite;foca;0
cacciavite;plancton;0
cacciavite;merluzzo;0
cacciavite;granchio;0
cacciavite;tartaruga;0
cacciavite;gufo;1
cacciavite;corvo;0
cacciavite;pettirosso;0
cacciavite;albatro;0
cacciavite;upupa;0
cacciavite;gabbiano;0
cacciavite;aquila;0
cacciavite;anatra;0
cacciavite;struzzo;0
cacciavite;pinguino;0
cacciavite;tavolo;5
cacciavite;sedia;1
cacciavite;divano;0
cacciavite;scrivania;2
cacciavite;armadio;1
cacciavite;letto;2
cacciavite;comodino;0
cacciavite;sgabello;0
cacciavite;poltrona;0
cacciavite;scaffale;1
cacciavite;martello;46
cacciavite;trapano;7
cacciavite;cacciavite;13
cacciavite;chiodo;2
cacciavite;ascia;1
cacciavite;sega;6
cacciavite;vite;22
cacciavite;pinza;21
cacciavite;scalpello;8
cacciavite;cazzuola;0
cacciavite;cucchiaio;0
cacciavite;forchetta;0
cacciavite;coltello;12
cacciavite;piatto;12
cacciavite;tazza;5
cacciavite;pentola;0
cacciavite;ciotola;0
cacciavite;padella;0
cacciavite;mattarello;0
cacciavite;tagliere;0
cacciavite;penna;3
cacciavite;matita;5
cacciavite;gomma;1
cacciavite;carta;2
cacciavite;busta;0
cacciavite;evidenziatore;0
cacciavite;righello;2
cacciavite;pennello;0
cacciavite;colla;4
cacciavite;graffetta;0
cacciavite;telefono;1
cacciavite;radio;0
cacciavite;computer;8
cacciavite;frigorifero;1
cacciavite;lavatrice;0
cacciavite;lavastoviglie;0
cacciavite;camera;1
cacciavite;aspirapolvere;0
cacciavite;microonda;0
cacciavite;televisione;0
chiodo;cane;7
chiodo;gatto;4
chiodo;furetto;0
chiodo;criceto;0
chiodo;coniglio;3
chiodo;pappagallo;0
chiodo;camaleonte;0
chiodo;iguana;0
chiodo;topo;0
chiodo;canarino;0
chiodo;mucca;0
chiodo;capra;0
chiodo;pecora;0
chiodo;maiale;1
chiodo;bufalo;0
chiodo;pollo;1
chiodo;vitello;0
chiodo;agnello;2
chiodo;asino;0
chiodo;cavallo;7
chiodo;elefante;0
chiodo;zebra;0
chiodo;ippopotamo;0
chiodo;scimmia;0
chiodo;giraffa;0
chiodo;antilopo;0
chiodo;leone;1
chiodo;rinoceronte;0
chiodo;leopardo;0
chiodo;coccodrillo;0
chiodo;delfino;0
chiodo;balena;0
chiodo;squalo;0
chiodo;medusa;0
chiodo;tricheco;0
chiodo;foca;0
chiodo;plancton;0
chiodo;merluzzo;0
chiodo;granchio;0
chiodo;tartaruga;0
chiodo;gufo;0
chiodo;corvo;0
chiodo;pettirosso;0
chiodo;albatro;0
chiodo;upupa;0
chiodo;gabbiano;0
chiodo;aquila;1
chiodo;anatra;0
chiodo;struzzo;2
chiodo;pinguino;1
chiodo;tavolo;4
chiodo;sedia;2
chiodo;divano;0
chiodo;scrivania;0
chiodo;armadio;2
chiodo;letto;15
chiodo;comodino;1
chiodo;sgabello;0
chiodo;poltrona;1
chiodo;scaffale;0
chiodo;martello;87
chiodo;trapano;0
chiodo;cacciavite;2
chiodo;chiodo;185
chiodo;ascia;2
chiodo;sega;2
chiodo;vite;9
chiodo;pinza;0
chiodo;scalpello;0
chiodo;cazzuola;0
chiodo;cucchiaio;2
chiodo;forchetta;0
chiodo;coltello;7
chiodo;piatto;0
chiodo;tazza;0
chiodo;pentola;1
chiodo;ciotola;2
chiodo;padella;1
chiodo;mattarello;0
chiodo;tagliere;1
chiodo;penna;10
chiodo;matita;6
chiodo;gomma;11
chiodo;carta;5
chiodo;busta;0
chiodo;evidenziatore;0
chiodo;righello;0
chiodo;pennello;0
chiodo;colla;0
chiodo;graffetta;0
chiodo;telefono;2
chiodo;radio;1
chiodo;computer;5
chiodo;frigorifero;0
chiodo;lavatrice;0
chiodo;lavastoviglie;0
chiodo;camera;8
chiodo;aspirapolvere;0
chiodo;microonda;0
chiodo;televisione;2
ascia;cane;55
ascia;gatto;18
ascia;furetto;0
ascia;criceto;1
ascia;coniglio;3
ascia;pappagallo;2
ascia;camaleonte;0
ascia;iguana;0
ascia;topo;5
ascia;canarino;0
ascia;mucca;5
ascia;capra;6
ascia;pecora;65
ascia;maiale;1
ascia;bufalo;1
ascia;pollo;4
ascia;vitello;1
ascia;agnello;2
ascia;asino;5
ascia;cavallo;75
ascia;elefante;0
ascia;zebra;1
ascia;ippopotamo;0
ascia;scimmia;3
ascia;giraffa;0
ascia;antilopo;0
ascia;leone;41
ascia;rinoceronte;0
ascia;leopardo;0
ascia;coccodrillo;0
ascia;delfino;1
ascia;balena;0
ascia;squalo;1
ascia;medusa;1
ascia;tricheco;0
ascia;foca;0
ascia;plancton;2
ascia;merluzzo;1
ascia;granchio;0
ascia;tartaruga;16
ascia;gufo;0
ascia;corvo;5
ascia;pettirosso;0
ascia;albatro;0
ascia;upupa;0
ascia;gabbiano;10
ascia;aquila;6
ascia;anatra;0
ascia;struzzo;4
ascia;pinguino;0
ascia;tavolo;33
ascia;sedia;12
ascia;divano;11
ascia;scrivania;3
ascia;armadio;5
ascia;letto;69
ascia;comodino;2
ascia;sgabello;0
ascia;poltrona;17
ascia;scaffale;0
ascia;martello;28
ascia;trapano;2
ascia;cacciavite;1
ascia;chiodo;2
ascia;ascia;35
ascia;sega;13
ascia;vite;17
ascia;pinza;0
ascia;scalpello;2
ascia;cazzuola;2
ascia;cucchiaio;12
ascia;forchetta;1
ascia;coltello;47
ascia;piatto;24
ascia;tazza;0
ascia;pentola;10
ascia;ciotola;5
ascia;padella;5
ascia;mattarello;0
ascia;tagliere;1
ascia;penna;32
ascia;matita;7
ascia;gomma;16
ascia;carta;82
ascia;busta;8
ascia;evidenziatore;0
ascia;righello;2
ascia;pennello;5
ascia;colla;14
ascia;graffetta;0
ascia;telefono;34
ascia;radio;50
ascia;computer;134
ascia;frigorifero;3
ascia;lavatrice;2
ascia;lavastoviglie;1
ascia;camera;76
ascia;aspirapolvere;1
ascia;microonda;0
ascia;televisione;39
sega;cane;2
sega;gatto;3
