w1;w2;cooc
maiale;cavallo;72
maiale;elefante;1
maiale;zebra;1
maiale;ippopotamo;1
maiale;scimmia;25
maiale;giraffa;1
maiale;antilopo;0
maiale;leone;9
maiale;rinoceronte;0
maiale;leopardo;3
maiale;coccodrillo;4
maiale;delfino;1
maiale;balena;0
maiale;squalo;4
maiale;medusa;0
maiale;tricheco;1
maiale;foca;2
maiale;plancton;0
maiale;merluzzo;3
maiale;granchio;1
maiale;tartaruga;18
maiale;gufo;0
maiale;corvo;3
maiale;pettirosso;0
maiale;albatro;0
maiale;upupa;0
maiale;gabbiano;0
maiale;aquila;0
maiale;anatra;38
maiale;struzzo;9
maiale;pinguino;2
maiale;tavolo;13
maiale;sedia;0
maiale;divano;0
maiale;scrivania;0
maiale;armadio;0
maiale;letto;41
maiale;comodino;0
maiale;sgabello;2
maiale;poltrona;1
maiale;scaffale;0
maiale;martello;0
maiale;trapano;0
maiale;cacciavite;0
maiale;chiodo;1
maiale;ascia;1
maiale;sega;1
maiale;vite;4
maiale;pinza;0
maiale;scalpello;0
maiale;cazzuola;0
maiale;cucchiaio;15
maiale;forchetta;2
maiale;coltello;9
maiale;piatto;70
maiale;tazza;9
maiale;pentola;21
maiale;ciotola;3
maiale;padella;18
maiale;mattarello;0
maiale;tagliere;0
maiale;penna;1
maiale;matita;0
maiale;gomma;12
maiale;carta;9
maiale;busta;0
maiale;evidenziatore;0
maiale;righello;0
maiale;pennello;0
maiale;colla;0
maiale;graffetta;0
maiale;telefono;1
maiale;radio;1
maiale;computer;0
maiale;frigorifero;3
maiale;lavatrice;0
maiale;lavastoviglie;0
maiale;camera;1
maiale;aspirapolvere;0
maiale;microonda;0
maiale;televisione;0
bufalo;cane;1
bufalo;gatto;3
bufalo;furetto;0
bufalo;criceto;1
bufalo;coniglio;6
bufalo;pappagallo;0
bufalo;camaleonte;4
bufalo;iguana;0
bufalo;topo;13
bufalo;canarino;0
bufalo;mucca;4
bufalo;capra;6
bufalo;pecora;5
bufalo;maiale;8
bufalo;bufalo;28
bufalo;pollo;1
bufalo;vitello;1
bufalo;agnello;2
bufalo;asino;1
bufalo;cavallo;10
bufalo;elefante;16
bufalo;zebra;1
bufalo;ippopotamo;5
bufalo;scimmia;4
bufalo;giraffa;6
bufalo;antilopo;0
bufalo;leone;15
bufalo;rinoceronte;11
bufalo;leopardo;10
bufalo;coccodrillo;4
bufalo;delfino;0
bufalo;balena;0
bufalo;squalo;0
bufalo;medusa;0
bufalo;tricheco;0
bufalo;foca;0
bufalo;plancton;0
bufalo;merluzzo;0
bufalo;granchio;0
bufalo;tartaruga;0
bufalo;gufo;0
bufalo;corvo;0
bufalo;pettirosso;0
bufalo;albatro;0
bufalo;upupa;0
bufalo;gabbiano;0
bufalo;aquila;1
bufalo;anatra;4
bufalo;struzzo;11
bufalo;pinguino;0
bufalo;tavolo;1
bufalo;sedia;0
bufalo;divano;1
bufalo;scrivania;0
bufalo;armadio;0
bufalo;letto;3
bufalo;comodino;0
bufalo;sgabello;0
bufalo;poltrona;0
bufalo;scaffale;0
bufalo;martello;0
bufalo;trapano;0
bufalo;cacciavite;0
bufalo;chiodo;0
bufalo;ascia;1
bufalo;sega;0
bufalo;vite;2
bufalo;pinza;0
bufalo;scalpello;0
bufalo;cazzuola;0
bufalo;cucchiaio;0
bufalo;forchetta;0
bufalo;coltello;0
bufalo;piatto;2
bufalo;tazza;0
bufalo;pentola;0
bufalo;ciotola;0
bufalo;padella;0
bufalo;mattarello;0
bufalo;tagliere;0
bufalo;penna;0
bufalo;matita;1
bufalo;gomma;6
bufalo;carta;1
bufalo;busta;0
bufalo;evidenziatore;0
bufalo;righello;0
bufalo;pennello;0
bufalo;colla;0
bufalo;graffetta;0
bufalo;telefono;0
bufalo;radio;0
bufalo;computer;0
bufalo;frigorifero;0
bufalo;lavatrice;0
bufalo;lavastoviglie;0
bufalo;camera;0
bufalo;aspirapolvere;0
bufalo;microonda;0
bufalo;televisione;0
pollo;cane;18
pollo;gatto;13
pollo;furetto;0
pollo;criceto;0
pollo;coniglio;296
pollo;pappagallo;2
pollo;camaleonte;0
pollo;iguana;0
pollo;topo;8
pollo;canarino;2
pollo;mucca;162
pollo;capra;12
pollo;pecora;9
pollo;maiale;337
pollo;bufalo;1
pollo;pollo;381
pollo;vitello;190
pollo;agnello;164
pollo;asino;3
pollo;cavallo;14
pollo;elefante;0
pollo;zebra;0
pollo;ippopotamo;0
pollo;scimmia;3
pollo;giraffa;0
pollo;antilopo;0
pollo;leone;7
pollo;rinoceronte;0
pollo;leopardo;0
pollo;coccodrillo;5
pollo;delfino;1
pollo;balena;0
pollo;squalo;0
pollo;medusa;0
pollo;tricheco;0
pollo;foca;1
pollo;plancton;0
pollo;merluzzo;10
pollo;granchio;7
pollo;tartaruga;1
pollo;gufo;0
pollo;corvo;2
pollo;pettirosso;1
pollo;albatro;0
pollo;upupa;0
pollo;gabbiano;4
pollo;aquila;35
pollo;anatra;59
pollo;struzzo;13
pollo;pinguino;18
pollo;tavolo;17
pollo;sedia;1
pollo;divano;1
pollo;scrivania;1
pollo;armadio;0
pollo;letto;25
pollo;comodino;0
pollo;sgabello;0
pollo;poltrona;0
pollo;scaffale;1
pollo;martello;0
pollo;trapano;0
pollo;cacciavite;0
pollo;chiodo;1
pollo;ascia;4
pollo;sega;1
pollo;vite;12
pollo;pinza;2
pollo;scalpello;0
pollo;cazzuola;0
pollo;cucchiaio;55
pollo;forchetta;15
pollo;coltello;10
pollo;piatto;174
pollo;tazza;42
pollo;pentola;37
pollo;ciotola;20
pollo;padella;54
pollo;mattarello;0
pollo;tagliere;3
pollo;penna;17
pollo;matita;0
pollo;gomma;23
pollo;carta;13
pollo;busta;2
pollo;evidenziatore;0
pollo;righello;0
pollo;pennello;1
pollo;colla;5
pollo;graffetta;0
pollo;telefono;3
pollo;radio;5
pollo;computer;2
pollo;frigorifero;6
pollo;lavatrice;1
pollo;lavastoviglie;0
pollo;camera;7
pollo;aspirapolvere;0
pollo;microonda;0
pollo;televisione;3
vitello;cane;8
vitello;gatto;2
vitello;furetto;0
vitello;criceto;0
vitello;coniglio;58
vitello;pappagallo;0
vitello;camaleonte;0
vitello;iguana;0
vitello;topo;4
vitello;canarino;0
vitello;mucca;53
vitello;capra;11
vitello;pecora;35
vitello;maiale;275
vitello;bufalo;1
vitello;pollo;190
vitello;vitello;94
vitello;agnello;164
vitello;asino;17
vitello;cavallo;26
vitello;elefante;1
vitello;zebra;0
vitello;ippopotamo;2
vitello;scimmia;0
vitello;giraffa;1
vitello;antilopo;0
vitello;leone;25
vitello;rinoceronte;0
vitello;leopardo;1
vitello;coccodrillo;7
vitello;delfino;0
vitello;balena;0
vitello;squalo;0
vitello;medusa;0
vitello;tricheco;0
vitello;foca;1
vitello;plancton;0
vitello;merluzzo;1
vitello;granchio;0
vitello;tartaruga;0
vitello;gufo;0
vitello;corvo;0
vitello;pettirosso;0
vitello;albatro;0
vitello;upupa;0
vitello;gabbiano;0
vitello;aquila;5
vitello;anatra;12
vitello;struzzo;4
vitello;pinguino;0
vitello;tavolo;1
vitello;sedia;0
vitello;divano;0
vitello;scrivania;0
vitello;armadio;1
vitello;letto;31
vitello;comodino;0
vitello;sgabello;0
vitello;poltrona;0
vitello;scaffale;0
vitello;martello;1
vitello;trapano;0
vitello;cacciavite;0
vitello;chiodo;0
vitello;ascia;1
vitello;sega;0
vitello;vite;4
vitello;pinza;0
vitello;scalpello;0
vitello;cazzuola;0
vitello;cucchiaio;23
vitello;forchetta;0
vitello;coltello;6
vitello;piatto;38
vitello;tazza;1
vitello;pentola;9
vitello;ciotola;3
vitello;padella;14
vitello;mattarello;0
vitello;tagliere;2
vitello;penna;0
vitello;matita;0
vitello;gomma;3
vitello;carta;1
vitello;busta;0
vitello;evidenziatore;0
vitello;righello;0
vitello;pennello;0
vitello;colla;0
vitello;graffetta;0
vitello;telefono;0
vitello;radio;0
vitello;computer;0
vitello;frigorifero;1
vitello;lavatrice;0
vitello;lavastoviglie;0
vitello;camera;0
vitello;aspirapolvere;0
vitello;microonda;0
vitello;televisione;0
agnello;cane;10
agnello;gatto;30
agnello;furetto;0
agnello;criceto;0
agnello;coniglio;111
agnello;pappagallo;0
agnello;camaleonte;1
agnello;iguana;0
agnello;topo;1
agnello;canarino;0
agnello;mucca;17
agnello;capra;44
agnello;pecora;118
agnello;maiale;188
agnello;bufalo;2
agnello;pollo;164
agnello;vitello;164
agnello;agnello;187
agnello;asino;7
agnello;cavallo;22
agnello;elefante;0
agnello;zebra;0
agnello;ippopotamo;0
agnello;scimmia;0
agnello;giraffa;0
agnello;antilopo;0
agnello;leone;138
agnello;rinoceronte;0
agnello;leopardo;5
agnello;coccodrillo;1
agnello;delfino;42
agnello;balena;0
agnello;squalo;2
agnello;medusa;0
agnello;tricheco;0
agnello;foca;0
agnello;plancton;0
agnello;merluzzo;2
agnello;granchio;1
agnello;tartaruga;1
agnello;gufo;1
agnello;corvo;2
agnello;pettirosso;0
agnello;albatro;0
agnello;upupa;0
agnello;gabbiano;1
agnello;aquila;7
agnello;anatra;20
agnello;struzzo;2
agnello;pinguino;0
agnello;tavolo;7
agnello;sedia;2
agnello;divano;0
agnello;scrivania;0
agnello;armadio;0
agnello;letto;31
agnello;comodino;0
agnello;sgabello;0
agnello;poltrona;1
agnello;scaffale;0
agnello;martello;0
agnello;trapano;0
agnello;cacciavite;0
agnello;chiodo;2
agnello;ascia;2
agnello;sega;0
agnello;vite;10
agnello;pinza;0
agnello;scalpello;0
agnello;cazzuola;0
agnello;cucchiaio;5
agnello;forchetta;0
agnello;coltello;4
agnello;piatto;71
agnello;tazza;2
agnello;pentola;6
agnello;ciotola;0
agnello;padella;14
agnello;mattarello;0
agnello;tagliere;1
agnello;penna;0
agnello;matita;0
agnello;gomma;1
agnello;carta;5
agnello;busta;0
agnello;evidenziatore;0
agnello;righello;0
agnello;pennello;1
agnello;colla;4
agnello;graffetta;0
agnello;telefono;0
agnello;radio;1
agnello;computer;0
agnello;frigorifero;2
agnello;lavatrice;1
agnello;lavastoviglie;0
agnello;camera;14
agnello;aspirapolvere;0
agnello;microonda;0
agnello;televisione;2
asino;cane;98
asino;gatto;54
asino;furetto;0
asino;criceto;0
asino;coniglio;10
asino;pappagallo;1
asino;camaleonte;0
asino;iguana;0
asino;topo;3
asino;canarino;0
asino;mucca;26
asino;capra;22
asino;pecora;24
asino;maiale;32
asino;bufalo;1
asino;pollo;3
asino;vitello;17
asino;agnello;7
asino;asino;154
asino;cavallo;226
asino;elefante;7
asino;zebra;3
asino;ippopotamo;0
asino;scimmia;7
asino;giraffa;1
asino;antilopo;0
asino;leone;40
asino;rinoceronte;0
asino;leopardo;1
asino;coccodrillo;0
asino;delfino;3
asino;balena;2
asino;squalo;1
asino;medusa;0
asino;tricheco;0
asino;foca;1
asino;plancton;0
asino;merluzzo;0
asino;granchio;0
asino;tartaruga;6
asino;gufo;3
asino;corvo;5
asino;pettirosso;0
asino;albatro;0
asino;upupa;0
asino;gabbiano;1
asino;aquila;10
asino;anatra;3
asino;struzzo;1
asino;pinguino;0
asino;tavolo;12
asino;sedia;1
asino;divano;0
asino;scrivania;1
asino;armadio;2
asino;letto;39
asino;comodino;0
asino;sgabello;0
asino;poltrona;0
asino;scaffale;0
asino;martello;0
asino;trapano;0
asino;cacciavite;0
asino;chiodo;0
asino;ascia;5
asino;sega;1
asino;vite;3
asino;pinza;0
asino;scalpello;0
asino;cazzuola;0
asino;cucchiaio;0
asino;forchetta;0
asino;coltello;2
asino;piatto;6
asino;tazza;2
asino;pentola;6
asino;ciotola;0
asino;padella;0
asino;mattarello;0
asino;tagliere;0
asino;penna;2
asino;matita;3
asino;gomma;3
asino;carta;11
asino;busta;0
asino;evidenziatore;0
asino;righello;0
asino;pennello;0
asino;colla;10
asino;graffetta;0
asino;telefono;6
asino;radio;11
asino;computer;8
asino;frigorifero;0
asino;lavatrice;0
asino;lavastoviglie;0
asino;camera;15
asino;aspirapolvere;0
asino;microonda;0
asino;televisione;2
cavallo;cane;230
cavallo;gatto;71
cavallo;furetto;1
cavallo;criceto;1
cavallo;coniglio;51
cavallo;pappagallo;5
cavallo;camaleonte;2
cavallo;iguana;0
cavallo;topo;16
cavallo;canarino;4
cavallo;mucca;78
cavallo;capra;41
cavallo;pecora;46
cavallo;maiale;72
cavallo;bufalo;10
cavallo;pollo;14
cavallo;vitello;26
cavallo;agnello;22
cavallo;asino;226
cavallo;cavallo;859
cavallo;elefante;42
cavallo;zebra;18
cavallo;ippopotamo;8
cavallo;scimmia;25
cavallo;giraffa;11
cavallo;antilopo;0
cavallo;leone;96
cavallo;rinoceronte;5
cavallo;leopardo;6
cavallo;coccodrillo;7
cavallo;delfino;34
cavallo;balena;4
cavallo;squalo;5
cavallo;medusa;7
cavallo;tricheco;0
cavallo;foca;3
cavallo;plancton;0
cavallo;merluzzo;1
cavallo;granchio;7
cavallo;tartaruga;14
cavallo;gufo;0
cavallo;corvo;8
cavallo;pettirosso;0
cavallo;albatro;0
cavallo;upupa;0
cavallo;gabbiano;3
cavallo;aquila;54
cavallo;anatra;1
cavallo;struzzo;18
cavallo;pinguino;0
cavallo;tavolo;35
cavallo;sedia;17
cavallo;divano;1
cavallo;scrivania;4
cavallo;armadio;2
cavallo;letto;119
cavallo;comodino;0
cavallo;sgabello;2
cavallo;poltrona;3
cavallo;scaffale;2
cavallo;martello;5
cavallo;trapano;0
cavallo;cacciavite;0
cavallo;chiodo;7
cavallo;ascia;75
cavallo;sega;6
cavallo;vite;8
cavallo;pinza;2
cavallo;scalpello;0
cavallo;cazzuola;0
cavallo;cucchiaio;1
cavallo;forchetta;1
cavallo;coltello;10
cavallo;piatto;21
cavallo;tazza;1
cavallo;pentola;2
cavallo;ciotola;0
cavallo;padella;2
cavallo;mattarello;0
cavallo;tagliere;0
cavallo;penna;20
cavallo;matita;6
cavallo;gomma;5
cavallo;carta;31
cavallo;busta;2
cavallo;evidenziatore;0
cavallo;righello;0
cavallo;pennello;7
cavallo;colla;20
cavallo;graffetta;0
cavallo;telefono;29
cavallo;radio;12
cavallo;computer;35
cavallo;frigorifero;0
cavallo;lavatrice;1
cavallo;lavastoviglie;0
cavallo;camera;20
cavallo;aspirapolvere;1
cavallo;microonda;0
cavallo;televisione;5
elefante;cane;27
elefante;gatto;50
elefante;furetto;2
elefante;criceto;1
elefante;coniglio;21
elefante;pappagallo;4
elefante;camaleonte;0
elefante;iguana;0
elefante;topo;34
elefante;canarino;0
elefante;mucca;9
elefante;capra;2
elefante;pecora;7
elefante;maiale;1
elefante;bufalo;16
elefante;pollo;0
elefante;vitello;1
elefante;agnello;0
elefante;asino;7
elefante;cavallo;42
elefante;elefante;149
elefante;zebra;9
elefante;ippopotamo;26
elefante;scimmia;18
elefante;giraffa;57
elefante;antilopo;0
elefante;leone;75
elefante;rinoceronte;64
elefante;leopardo;28
elefante;coccodrillo;33
elefante;delfino;10
elefante;balena;20
elefante;squalo;74
elefante;medusa;0
elefante;tricheco;5
elefante;foca;4
elefante;plancton;2
elefante;merluzzo;0
elefante;granchio;0
elefante;tartaruga;21
elefante;gufo;0
elefante;corvo;2
elefante;pettirosso;0
elefante;albatro;0
elefante;upupa;0
elefante;gabbiano;1
elefante;aquila;6
elefante;anatra;1
elefante;struzzo;5
elefante;pinguino;5
elefante;tavolo;0
elefante;sedia;0
elefante;divano;1
elefante;scrivania;1
elefante;armadio;1
elefante;letto;9
elefante;comodino;0
elefante;sgabello;0
elefante;poltrona;1
elefante;scaffale;0
elefante;martello;3
elefante;trapano;0
elefante;cacciavite;0
elefante;chiodo;0
elefante;ascia;0
elefante;sega;0
elefante;vite;1
elefante;pinza;0
elefante;scalpello;0
elefante;cazzuola;0
elefante;cucchiaio;0
elefante;forchetta;0
elefante;coltello;5
elefante;piatto;0
elefante;tazza;1
elefante;pentola;0
elefante;ciotola;0
elefante;padella;0
elefante;mattarello;0
elefante;tagliere;0
elefante;penna;0
elefante;matita;0
elefante;gomma;0
elefante;carta;6
elefante;busta;0
elefante;evidenziatore;0
elefante;righello;0
elefante;pennello;0
elefante;colla;1
elefante;graffetta;0
elefante;telefono;1
elefante;radio;3
elefante;computer;0
elefante;frigorifero;15
elefante;lavatrice;0
elefante;lavastoviglie;0
elefante;camera;4
elefante;aspirapolvere;1
elefante;microonda;0
elefante;televisione;0
zebra;cane;3
zebra;gatto;3
zebra;furetto;0
zebra;criceto;0
zebra;coniglio;4
zebra;pappagallo;0
zebra;camaleonte;1
zebra;iguana;0
zebra;topo;2
zebra;canarino;0
zebra;mucca;9
zebra;capra;0
zebra;pecora;0
zebra;maiale;1
zebra;bufalo;1
zebra;pollo;0
zebra;vitello;0
zebra;agnello;0
zebra;asino;3
zebra;cavallo;18
zebra;elefante;9
zebra;zebra;24
zebra;ippopotamo;21
zebra;scimmia;2
zebra;giraffa;44
zebra;antilopo;0
zebra;leone;48
zebra;rinoceronte;5
zebra;leopardo;9
zebra;coccodrillo;10
zebra;delfino;0
zebra;balena;0
zebra;squalo;6
zebra;medusa;3
zebra;tricheco;1
zebra;foca;0
zebra;plancton;0
zebra;merluzzo;0
zebra;granchio;0
zebra;tartaruga;0
zebra;gufo;0
zebra;corvo;0
zebra;pettirosso;1
zebra;albatro;0
zebra;upupa;0
zebra;gabbiano;0
zebra;aquila;2
zebra;anatra;0
zebra;struzzo;1
zebra;pinguino;5
zebra;tavolo;0
zebra;sedia;0
zebra;divano;0
zebra;scrivania;0
zebra;armadio;0
zebra;letto;5
zebra;comodino;0
zebra;sgabello;0
zebra;poltrona;0
zebra;scaffale;0
zebra;martello;1
zebra;trapano;0
zebra;cacciavite;0
zebra;chiodo;0
zebra;ascia;1
zebra;sega;0
zebra;vite;0
zebra;pinza;0
zebra;scalpello;0
zebra;cazzuola;0
zebra;cucchiaio;0
zebra;forchetta;0
zebra;coltello;0
zebra;piatto;0
zebra;tazza;0
zebra;pentola;0
zebra;ciotola;0
zebra;padella;0
zebra;mattarello;0
zebra;tagliere;0
zebra;penna;0
zebra;matita;0
zebra;gomma;0
zebra;carta;0
zebra;busta;0
zebra;evidenziatore;0
zebra;righello;0
zebra;pennello;0
zebra;colla;0
zebra;graffetta;0
zebra;telefono;0
zebra;radio;1
zebra;computer;0
zebra;frigorifero;0
zebra;lavatrice;0
zebra;lavastoviglie;0
zebra;camera;0
zebra;aspirapolvere;0
zebra;microonda;0
zebra;televisione;0
ippopotamo;cane;4
ippopotamo;gatto;2
ippopotamo;furetto;0
ippopotamo;criceto;0
ippopotamo;coniglio;0
ippopotamo;pappagallo;0
ippopotamo;camaleonte;0
ippopotamo;iguana;0
ippopotamo;topo;3
ippopotamo;canarino;0
ippopotamo;mucca;6
ippopotamo;capra;2
ippopotamo;pecora;1
ippopotamo;maiale;1
ippopotamo;bufalo;5
ippopotamo;pollo;0
ippopotamo;vitello;2
ippopotamo;agnello;0
ippopotamo;asino;0
ippopotamo;cavallo;8
ippopotamo;elefante;26
ippopotamo;zebra;21
ippopotamo;ippopotamo;10
ippopotamo;scimmia;4
ippopotamo;giraffa;48
ippopotamo;antilopo;0
ippopotamo;leone;27
ippopotamo;rinoceronte;26
ippopotamo;leopardo;5
ippopotamo;coccodrillo;22
ippopotamo;delfino;1
ippopotamo;balena;7
ippopotamo;squalo;0
ippopotamo;medusa;0
ippopotamo;tricheco;0
ippopotamo;foca;0
ippopotamo;plancton;0
ippopotamo;merluzzo;0
ippopotamo;granchio;0
ippopotamo;tartaruga;5
ippopotamo;gufo;0
ippopotamo;corvo;0
ippopotamo;pettirosso;0
ippopotamo;albatro;0
ippopotamo;upupa;0
ippopotamo;gabbiano;1
ippopotamo;aquila;0
ippopotamo;anatra;0
ippopotamo;struzzo;4
ippopotamo;pinguino;1
ippopotamo;tavolo;0
ippopotamo;sedia;0
ippopotamo;divano;0
ippopotamo;scrivania;0
ippopotamo;armadio;0
ippopotamo;letto;2
ippopotamo;comodino;0
ippopotamo;sgabello;0
ippopotamo;poltrona;0
ippopotamo;scaffale;0
ippopotamo;martello;0
ippopotamo;trapano;0
ippopotamo;cacciavite;0
ippopotamo;chiodo;0
ippopotamo;ascia;0
ippopotamo;sega;0
ippopotamo;vite;1
ippopotamo;pinza;0
ippopotamo;scalpello;0
ippopotamo;cazzuola;0
ippopotamo;cucchiaio;0
ippopotamo;forchetta;0
ippopotamo;coltello;0
ippopotamo;piatto;0
ippopotamo;tazza;0
ippopotamo;pentola;0
ippopotamo;ciotola;0
ippopotamo;padella;0
ippopotamo;mattarello;0
ippopotamo;tagliere;0
ippopotamo;penna;0
ippopotamo;matita;0
ippopotamo;gomma;1
ippopotamo;carta;0
ippopotamo;busta;0
ippopotamo;evidenziatore;0
ippopotamo;righello;0
ippopotamo;pennello;0
ippopotamo;colla;0
ippopotamo;graffetta;0
ippopotamo;telefono;0
ippopotamo;radio;0
ippopotamo;computer;0
ippopotamo;frigorifero;0
ippopotamo;lavatrice;0
ippopotamo;lavastoviglie;0
ippopotamo;camera;0
ippopotamo;aspirapolvere;0
ippopotamo;microonda;0
ippopotamo;televisione;0
scimmia;cane;84
scimmia;gatto;28
scimmia;furetto;1
scimmia;criceto;4
scimmia;coniglio;13
scimmia;pappagallo;12
scimmia;camaleonte;1
scimmia;iguana;1
scimmia;topo;29
scimmia;canarino;2
scimmia;mucca;7
scimmia;capra;15
scimmia;pecora;11
scimmia;maiale;25
scimmia;bufalo;4
scimmia;pollo;3
scimmia;vitello;0
scimmia;agnello;0
scimmia;asino;7
scimmia;cavallo;25
scimmia;elefante;18
scimmia;zebra;2
scimmia;ippopotamo;4
scimmia;scimmia;113
scimmia;giraffa;3
scimmia;antilopo;0
scimmia;leone;25
scimmia;rinoceronte;1
scimmia;leopardo;6
scimmia;coccodrillo;9
scimmia;delfino;0
scimmia;balena;4
scimmia;squalo;0
scimmia;medusa;4
scimmia;tricheco;0
scimmia;foca;3
scimmia;plancton;0
scimmia;merluzzo;0
scimmia;granchio;3
scimmia;tartaruga;5
scimmia;gufo;1
scimmia;corvo;1
scimmia;pettirosso;0
scimmia;albatro;0
scimmia;upupa;0
scimmia;gabbiano;0
scimmia;aquila;5
scimmia;anatra;1
scimmia;struzzo;4
scimmia;pinguino;0
scimmia;tavolo;1
scimmia;sedia;9
scimmia;divano;0
scimmia;scrivania;1
scimmia;armadio;0
scimmia;letto;11
scimmia;comodino;0
scimmia;sgabello;0
scimmia;poltrona;1
scimmia;scaffale;1
scimmia;martello;1
scimmia;trapano;0
scimmia;cacciavite;0
scimmia;chiodo;0
scimmia;ascia;3
scimmia;sega;0
scimmia;vite;0
scimmia;pinza;0
scimmia;scalpello;0
scimmia;cazzuola;0
scimmia;cucchiaio;1
scimmia;forchetta;0
scimmia;coltello;0
scimmia;piatto;3
