WORD,,AOA,,   FAM,,IMAG,,CONC,,Adult WrtFQ,,Child Written,,,Adult,,,,Lexical,PHON:,PHON:,,VOICE,MANNER,,,,,PLACE,,,,,,VOWEL,,,
Italian,English,mean,sd,mean,sd,mean,sd,mean,sd,ILC,CoLFIS,TotFQ,CompFQ,ProdFQ,SpkFQ,NSIZE,BIGR,SYL,LET,Stress,VOICE,MANN,voiced,stop,nasal,fricative,affricate,liquid,bilabial,labiodental,dental,alveolar,palatal,velar,vowel,RT,,
ORSO,bear,2.39,0.89,6.75,0.58,6.09,1.27,6.52,1.13,19,53,164,57,107,0,9,10.80,2,4,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,474,,
ORTICA,nettle,3.16,1.06,5.12,1.72,5.59,1.67,6.59,0.66,3,4,10,9,1,3,1,10.87,3,6,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,528,,
ORTO,kitchen garden,3.05,0.78,6.07,1.47,5.66,1.41,4.61,2.05,64,41,43,23,20,4,8,11.04,2,4,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,497,,
ORZO,barley,3.73,1.53,5.45,1.61,4.93,1.65,4.34,2.51,14,5,0,0,0,2,4,9.95,2,4,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,502,,
OSPEDALE,hospital,3.00,0.91,6.77,0.52,5.98,1.32,6.43,0.95,167,414,113,18,95,21,0,10.70,4,8,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,485,,
OSPITE,host/guest,4.00,1.08,6.14,1.34,4.43,1.73,4.64,1.60,139,117,44,30,14,2,0,10.69,3,6,ap,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,492,,
OVATTA,cotton wool,3.20,1.11,6.05,1.41,5.32,1.81,6.59,0.79,4,4,0,0,0,0,0,10.92,3,6,p,voiced,vowel,1,0,0,0,0,0,0,0,0,0,0,0,1,534,,
PACCO,parcel,3.09,1.03,6.50,0.98,5.64,1.57,4.82,2.35,14,24,26,20,16,10,6,11.02,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,521,,
PACE,peace,2.95,0.94,6.64,0.99,3.41,1.92,2.50,1.76,426,444,227,97,130,48,1,11.00,2,4,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,494,,
PADELLA,frying pan,3.11,1.15,6.50,0.88,6.30,1.07,6.61,0.81,9,38,14,9,5,2,1,11.12,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,517,,
PADRE,father,2.05,0.83,7.00,0.00,6.20,1.17,5.98,1.58,946,1270,1159,171,988,64,1,10.75,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,504,,
PAGINA,page,2.89,0.58,6.61,0.92,5.48,1.70,5.05,1.87,50,214,139,129,10,70,1,10.96,3,6,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,514,,
PALA,shovel,3.77,1.18,5.86,1.37,5.55,1.37,6.52,1.13,4,8,11,6,5,1,5,11.45,2,4,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,502,,
PALATO,palate,3.66,1.08,5.59,1.45,4.93,1.81,5.86,1.46,5,6,0,0,0,2,5,11.36,3,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,514,,
PALAZZO,palace,2.77,1.03,6.64,0.89,6.11,1.33,6.61,0.78,119,657,190,82,108,28,0,10.50,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,496,,
PALCO,box,4.27,0.95,6.02,1.11,5.36,1.33,4.66,2.21,13,83,13,3,10,1,7,10.95,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,517,,
PALESTRA,gym,3.50,1.00,6.73,0.76,6.00,1.06,6.52,0.93,15,49,97,13,84,1,0,11.19,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,511,,
PALMA,palm,3.75,1.01,5.77,1.43,6.02,1.27,4.98,2.27,30,38,30,19,11,0,4,10.79,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,509,,
PALO,pole,2.98,0.88,6.59,0.79,5.36,1.67,6.64,0.65,30,34,28,13,15,5,4,11.24,2,4,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,501,,
PALUDE,marsh,3.95,0.96,5.75,1.38,5.25,1.75,6.41,1.15,8,14,30,25,5,0,0,10.65,3,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,513,,
PANE,bread,1.52,0.73,6.93,0.25,6.61,0.84,6.91,0.29,264,167,213,91,122,26,2,11.42,2,4,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,579,,
PANNO,cloth,3.50,1.13,6.07,1.28,5.36,1.67,5.68,1.75,25,11,41,14,27,2,3,11.17,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,514,,
PARETE,wall,3.50,1.02,6.50,0.95,5.57,1.50,6.61,0.81,56,92,81,40,41,4,1,11.26,3,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,545,,
PAROLA,word,2.48,0.66,6.64,1.12,3.82,2.07,3.52,1.93,427,555,512,418,94,135,0,11.26,3,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,503,,
PARRUCCA,wig,3.73,0.97,6.30,1.09,5.66,1.38,4.75,2.37,4,14,19,16,3,0,0,10.36,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,487,,
PATATA,potato,2.18,0.81,6.77,0.77,6.27,1.25,6.61,1.08,1,25,66,28,38,2,1,11.32,3,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,516,,
PATENTE,driving licence,5.27,1.28,6.48,1.11,5.75,1.56,4.02,2.36,7,63,0,0,0,3,3,11.31,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,514,,
PATTO,pact,4.68,1.20,5.82,1.39,2.98,1.76,3.89,2.23,40,167,16,8,8,7,5,11.31,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,512,,
PATTUGLIA,patrol,5.30,1.27,5.18,1.51,4.45,1.53,5.84,1.57,20,55,0,0,0,2,0,10.67,3,9,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,544,,
PAURA,fear,2.23,1.16,6.70,0.76,3.77,1.96,4.55,2.52,492,639,591,201,390,63,1,10.68,3,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,514,,
PECORA,sheep,2.18,1.04,6.73,0.73,6.00,1.56,5.55,2.10,5,33,80,46,34,2,0,11.22,3,6,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,513,,
PENTOLA,pot,3.11,1.08,6.61,0.69,6.18,1.26,4.68,2.50,34,35,52,31,21,2,1,11.37,3,7,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,541,,
PEPE,pepper,3.18,0.87,6.43,1.09,5.61,1.33,6.73,0.54,19,108,20,9,11,1,2,10.82,2,4,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,493,,
PERICOLO,danger,2.82,1.24,6.55,0.98,3.45,2.04,4.27,2.08,121,250,133,84,49,12,0,11.21,4,8,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,523,,
PERLA,pearl,3.52,1.05,5.86,1.39,6.02,1.34,6.73,0.73,25,11,26,11,15,1,0,11.17,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,526,,
PETTINE,comb,2.36,0.87,6.68,0.74,6.20,1.07,5.32,2.08,15,19,11,9,2,0,0,11.17,3,7,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,529,,
PIANETA,planet,4.09,1.01,6.45,1.07,5.27,1.68,5.16,1.71,29,123,164,103,61,0,0,11.17,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,529,,
PICCO,peak,4.93,1.42,4.95,1.57,3.95,1.83,3.77,2.19,23,28,9,7,2,1,1,11.09,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,515,,
PIETRA,stone,2.66,0.81,6.68,0.64,6.14,1.25,5.52,1.69,136,131,210,108,102,8,0,10.99,2,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,513,,
PIGIAMA,pyjamas,2.07,0.79,6.66,0.78,5.95,1.33,4.50,2.57,10,12,26,13,13,2,1,10.79,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,539,,
PILLOLA,pill,3.68,1.09,6.18,1.15,5.57,1.56,4.82,2.12,8,32,13,6,7,0,0,11.12,3,7,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,518,,
PINGUINO,penguin,2.89,0.95,6.23,1.01,6.16,1.06,6.52,1.07,1,0,19,17,2,1,0,10.69,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,591,,
PIOGGIA,rain,2.05,0.86,6.93,0.33,5.93,1.42,6.48,0.95,122,155,296,102,194,25,0,10.68,2,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,523,,
PIOMBO,lead,4.64,1.10,5.80,1.32,4.14,2.02,6.41,1.26,48,67,31,10,21,3,0,10.46,2,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,526,,
PIPA,pipe,3.18,1.23,5.98,1.27,6.16,1.40,6.41,0.87,18,16,26,25,1,1,4,10.68,2,4,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,504,,
PIRAMIDE,pyramid,4.09,0.91,5.95,1.26,6.11,1.08,4.41,2.60,6,16,8,3,5,3,0,10.76,4,8,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,538,,
PISCINA,swimming pool,2.73,0.79,6.64,0.78,6.14,1.21,6.59,0.90,9,60,60,14,46,12,0,10.97,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,538,,
PISTOLA,pistol,3.23,0.96,6.59,0.92,6.00,1.45,6.75,0.81,44,214,47,15,32,7,1,11.17,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,548,,
PIUMA,feather,3.00,0.96,6.32,1.12,5.73,1.47,5.50,1.93,13,11,48,27,21,0,0,10.49,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,549,,
POLLICE,thumb,2.25,0.84,6.41,1.02,6.30,1.13,6.91,0.29,16,28,21,15,6,1,2,11.05,3,7,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,513,,
POLPA,pulp,4.32,1.44,5.27,1.58,4.55,1.84,4.95,1.98,14,30,0,0,0,1,3,10.53,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,524,,
POLVERE,dust,2.84,0.78,6.59,0.84,4.89,2.09,4.61,2.01,83,129,61,33,28,4,0,10.85,3,7,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,514,,
POMATA,ointment,3.36,1.37,5.95,1.51,5.59,1.35,6.64,1.04,1,0,0,0,0,0,1,11.18,3,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,534,,
PONTE,bridge,2.86,1.00,6.66,0.68,5.84,1.31,6.61,0.87,106,165,90,37,53,17,3,11.46,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,506,,
PONTEFICE,pope,5.25,1.26,5.66,1.40,5.41,1.62,6.23,1.31,15,39,0,0,0,0,0,10.71,4,9,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,562,,
PRATO,meadow,2.07,0.70,6.95,0.21,6.36,0.94,6.50,0.90,45,75,334,105,229,7,2,11.39,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,489,,
PREDA,prey,4.43,1.23,5.75,1.43,4.14,1.81,4.48,1.80,55,89,35,29,6,1,1,11.09,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,498,,
PREFETTO,prefect,6.36,0.97,4.52,1.85,3.45,1.61,5.55,1.82,27,88,0,0,0,2,2,10.62,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,578,,
PREGIO,value,5.25,1.10,5.55,1.63,2.73,1.72,4.18,2.70,13,24,19,0,19,1,1,11.03,2,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,520,,
PRESTIGIO,prestige,5.50,1.34,5.41,1.66,2.52,1.61,3.20,2.04,20,75,0,0,0,0,0,10.97,3,9,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,516,,
PRETORE,magistrate,6.52,1.02,3.91,1.78,3.66,1.89,5.61,1.60,27,45,0,0,0,0,0,11.32,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,555,,
PRIGIONE,prison,3.52,1.09,6.50,0.93,5.48,1.41,4.14,2.21,50,72,61,37,24,3,0,11.02,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,528,,
PRINCIPE,prince,2.57,0.87,6.39,1.10,4.68,1.85,4.84,1.70,126,284,329,229,100,5,0,10.79,3,8,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,516,,
PRINCIPIO,principle,4.98,1.17,5.59,1.60,2.68,1.85,4.02,2.80,79,230,14,11,3,33,0,10.75,3,9,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,577,,
PROBLEMA,problem,3.45,1.07,6.43,1.09,3.05,1.80,3.09,1.80,135,989,389,165,224,396,0,10.26,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,515,,
PROFITTO,profit,5.66,1.35,5.43,1.48,3.09,1.78,4.61,2.46,10,37,0,0,0,10,0,10.65,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,536,,
PROGRESSO,progress,5.41,1.04,5.86,1.44,3.20,1.90,2.14,1.21,30,76,21,18,3,7,1,10.77,3,9,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,539,,
PROSA,prose,5.32,1.27,4.41,1.98,3.50,1.97,4.93,2.29,25,26,0,0,0,2,2,11.10,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,508,,
PROVERBIO,proverb,4.05,1.12,5.80,1.44,3.39,2.12,4.73,2.48,22,29,29,11,18,2,0,10.59,3,9,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,561,,
PROVINCIA,province,4.95,1.14,5.80,1.58,3.25,1.84,4.93,2.24,145,335,38,22,16,63,0,10.84,3,9,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,527,,
PRUGNA,plum,3.20,1.17,5.98,1.41,6.07,1.11,6.82,0.76,4,5,0,0,0,0,0,10.24,2,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,532,,
PUGILE,boxer,3.86,1.00,6.41,1.02,5.68,1.47,6.20,1.29,9,27,0,0,0,0,0,10.51,3,6,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,551,,
PUGNO,fist,2.77,1.03,6.43,1.07,5.23,1.55,4.89,1.81,70,112,49,22,27,0,0,10.37,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,549,,
PULPITO,pulpit,5.84,1.18,3.86,1.73,3.68,2.07,3.16,1.96,10,13,0,0,0,0,0,10.20,3,7,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,554,,
QUADERNO,notebook,2.52,0.59,6.86,0.41,6.32,1.20,6.43,0.87,16,9,115,68,47,8,0,10.73,3,8,p,voiceless,stop,0,1,0,0,0,0,0,0,0,0,0,1,0,529,,
QUESTIONE,question,5.52,1.17,5.50,1.61,2.39,1.63,3.66,2.19,115,464,27,25,2,160,0,11.00,3,9,p,voiceless,stop,0,1,0,0,0,0,0,0,0,0,0,1,0,536,,
RABBIA,anger,4.25,1.30,6.41,1.04,3.70,2.08,2.73,1.69,79,162,35,23,12,1,2,10.47,2,6,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,508,,
RACCHETTA,racket,3.41,1.00,6.39,0.87,6.30,1.15,6.59,1.13,3,17,0,0,0,0,2,10.90,3,9,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,588,,
RAFFICA,gust,5.02,1.44,5.00,1.57,3.73,1.77,3.11,1.94,12,45,0,0,0,0,0,10.31,3,7,ap,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,554,,
RAGAZZO,boy,2.86,1.03,6.98,0.15,5.93,1.21,5.98,1.41,289,505,1031,596,435,44,1,10.04,3,7,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,513,,
RAGNO,spider,2.30,0.67,6.70,0.59,6.34,0.99,5.52,2.02,8,26,32,12,20,5,2,10.85,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,506,,
RANA,frog,2.57,0.73,6.39,1.32,6.20,1.13,4.84,2.47,15,15,145,70,75,0,2,11.35,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,533,,
RAPA,turnip,4.39,1.30,4.84,1.63,4.52,1.72,6.61,0.72,1,1,0,0,0,1,1,10.89,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,515,,
RATA,instalment,6.07,1.09,5.43,1.69,3.57,2.12,5.00,1.94,4,12,0,0,0,2,3,11.37,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,521,,
RAZZO,rocket,4.16,1.26,5.57,1.39,4.77,1.87,6.43,1.02,6,31,27,20,7,2,5,10.22,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,509,,
RELIGIONE,religion,3.66,1.14,6.52,1.19,3.16,1.99,4.41,2.55,39,133,23,9,14,42,0,11.00,4,9,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,573,,
RESIDUO,left-over,5.64,1.16,4.84,1.61,2.73,1.60,5.32,2.11,10,32,8,4,4,1,0,10.57,4,7,ap,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,536,,
RINGHIERA,railings,3.50,1.30,5.86,1.34,5.91,1.41,6.75,0.69,11,11,0,0,0,0,0,10.57,3,9,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,605,,
RISSA,brawl,5.07,1.32,5.91,1.24,4.70,1.56,3.89,1.65,19,29,0,0,0,1,1,10.97,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,495,,
RITMO,rhythm,4.61,1.17,6.09,1.14,3.84,1.93,3.20,1.69,95,195,18,14,4,4,1,10.05,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,528,,
RITO,rite,4.89,1.32,5.05,1.70,3.11,1.88,4.20,2.32,25,101,0,0,0,4,3,11.23,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,506,,
RIVA,shore,3.39,1.32,5.75,1.30,5.61,1.28,6.09,1.20,153,126,99,65,34,1,4,10.94,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,498,,
ROMANZO,novel,4.64,1.12,6.02,1.50,5.14,1.53,5.75,1.73,67,233,16,11,5,40,0,10.55,3,7,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,520,,
ROSPO,toad,2.89,0.92,6.18,1.24,5.66,1.60,6.89,0.32,13,10,0,0,0,2,2,10.79,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,509,,
ROVO,bramble,5.00,1.49,4.86,1.90,4.57,1.89,3.86,2.48,3,0,14,12,2,0,0,10.78,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,507,,
RUBINETTO,tap,2.70,0.82,6.68,0.67,6.07,1.34,6.45,1.02,7,14,13,10,3,3,0,10.41,4,9,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,570,,
RUGA,wrinkle,4.55,1.25,6.14,1.11,4.84,1.67,4.66,2.07,8,10,16,8,8,1,1,9.85,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,513,,
RUGGINE,rust,4.20,1.23,5.84,1.27,5.09,1.60,6.34,1.45,8,10,0,0,0,0,0,10.20,3,7,ap,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,505,,
RUMORE,noise,2.52,1.02,6.75,0.61,4.82,2.11,4.59,1.83,64,143,245,128,117,1,1,10.47,3,6,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,508,,
SABBIA,sand,2.16,0.78,6.82,0.50,6.39,0.92,6.91,0.29,60,86,119,50,69,6,2,10.54,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,524,,
SACERDOTE,priest,4.11,1.22,5.86,1.46,5.52,1.58,5.86,1.47,59,69,18,9,9,6,0,10.75,4,9,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,575,,
SANGUE,blood,2.18,0.72,6.77,0.71,5.66,1.58,6.64,0.87,449,478,138,85,53,11,0,10.71,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,552,,
SAPONE,soap,2.02,0.66,6.74,0.73,6.07,1.35,5.57,1.69,23,21,26,16,10,8,0,11.08,3,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,515,,
SATELLITE,satellite,5.45,1.25,5.11,1.73,4.73,1.87,5.20,1.77,10,38,23,21,2,0,0,11.19,4,9,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,572,,
SBORNIA,drunkenness,5.75,1.37,5.59,1.53,4.50,1.95,3.55,1.73,6,12,0,0,0,0,0,10.24,2,7,p,voiced,fricative,1,0,0,1,0,0,0,0,0,0,1,0,0,563,,
SCAFFALE,shelf,4.14,1.00,5.82,1.37,5.39,1.50,5.84,1.46,3,6,20,10,10,3,0,10.51,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,606,,
SCAFO,hull,5.32,1.22,4.45,1.85,4.77,1.88,4.66,2.24,3,8,0,0,0,0,2,10.48,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,588,,
SCANDALO,scandal,5.41,1.28,6.20,0.98,2.84,1.68,4.61,2.52,52,174,0,0,0,3,0,11.05,3,8,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,605,,
SCAPOLO,bachelor,5.45,1.32,5.48,1.59,3.93,2.00,5.20,2.17,10,16,0,0,0,1,1,10.82,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,616,,
SCATOLA,box,2.73,0.66,6.61,0.87,5.84,1.43,6.70,0.67,20,68,137,82,55,18,1,11.24,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,610,,
SCHELETRO,skeleton,3.52,0.98,6.57,0.79,5.77,1.70,6.11,1.33,67,15,34,21,13,0,0,11.04,3,9,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,637,,
SCHIAFFO,slap,2.41,0.79,6.52,1.00,5.41,1.92,6.14,1.41,17,19,13,1,12,1,0,10.33,2,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,621,,
SCHIAVO,slave,4.09,0.88,6.11,1.33,4.25,1.98,5.23,1.70,21,19,40,36,4,5,0,10.91,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,625,,
SCHIENA,back,3.02,1.19,6.75,0.65,5.91,1.33,5.09,2.17,94,125,61,24,37,5,1,11.00,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,615,,
SCHIUMA,foam,2.61,1.06,6.41,1.02,6.00,1.20,5.75,1.43,13,18,76,7,69,0,1,10.52,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,632,,
SCIENZA,science,4.16,1.10,6.05,1.43,2.86,1.91,2.75,1.59,54,227,87,51,36,15,0,10.72,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,548,,
SCIMMIA,monkey,2.32,0.91,6.64,0.84,6.27,1.19,6.48,0.95,6,23,76,54,22,1,0,10.75,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,553,,
SCIROCCO,sirocco,5.57,1.19,4.30,1.81,3.75,1.84,5.55,1.95,8,2,0,0,0,0,0,10.78,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,594,,
SCIROPPO,syrup,2.48,1.00,6.14,1.19,5.52,1.64,4.57,2.42,3,16,0,0,0,8,0,10.55,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,559,,
SCORPIONE,scorpion,4.41,1.44,6.00,1.36,5.34,1.83,5.70,1.68,3,17,13,7,6,0,0,10.84,3,9,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,619,,
SCRUPOLO,scruple,5.75,1.30,5.05,1.71,2.77,1.78,4.14,2.70,6,10,0,0,0,1,0,10.20,3,8,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,516,,
SCUDO,shield,3.36,1.20,5.77,1.44,5.20,1.34,5.86,1.61,22,31,31,20,11,0,1,10.44,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,600,,
SCUOLA,school,2.20,0.63,6.89,0.54,6.14,1.11,6.32,1.14,150,684,1823,428,1395,149,0,10.83,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,597,,
SECCHIO,pail,2.84,0.78,6.50,0.88,6.36,1.12,6.75,0.81,19,5,30,19,11,0,1,10.89,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,540,,
SEDE,seat,5.18,1.28,5.61,1.57,3.16,1.64,4.80,2.12,85,349,19,16,3,42,3,11.27,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,506,,
SEDIA,chair,1.91,0.68,6.82,0.50,6.32,1.07,6.59,1.00,65,83,119,44,75,6,1,11.26,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,555,,
SEME,seed,3.11,0.81,6.20,1.11,5.02,1.65,6.50,1.25,26,36,70,50,20,2,1,11.19,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,544,,
SENO,breast,3.68,1.43,6.73,0.73,6.36,1.12,6.77,0.52,87,107,0,0,0,0,2,11.60,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,534,,
SENTIERO,path,3.73,1.02,6.20,1.13,5.48,1.39,5.86,1.49,39,40,62,25,37,0,0,11.27,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,557,,
SERA,evening,2.30,0.76,6.89,0.32,5.48,1.61,5.43,1.96,924,1217,808,218,590,180,4,11.68,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,544,,
SERGENTE,sergeant,5.14,1.41,5.36,1.66,4.30,1.98,5.20,1.46,31,31,12,12,0,0,0,10.92,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,580,,
